发票号,超市,所在城市,客户类型,客户性别,商品类别,单价,购买数量,税额,总价,购买时间,支付方式,销售成本,毛利,客户满意度,交易时间,交易日,交易月,交易年,交易小时,经度,纬度
875-31-8302,B,曼德勒,非会员,男性,运动与旅行,93.38,1,4.669,98.04899999999999,13:07,现金,93.38,4.669,9.6,2019-01-03,3,1,2019,13,21.9588,96.0891
102-06-2002,C,内比都,会员,男性,运动与旅行,25.25,5,6.3125,132.5625,17:52,现金,126.25,6.3125,6.1,2019-03-20,20,3,2019,17,19.7633,96.0785
457-94-0464,B,曼德勒,会员,男性,电子配件,87.87,9,39.5415,830.3715,20:32,电子钱包,790.83,39.5415,5.6,2019-01-31,31,1,2019,20,21.9588,96.0891
629-42-4133,C,内比都,非会员,男性,健康与美容,21.8,8,8.72,183.12,19:24,现金,174.4,8.72,8.3,2019-02-19,19,2,2019,19,19.7633,96.0785
534-53-3526,A,仰光,非会员,女性,运动与旅行,94.76,4,18.952,397.99199999999996,16:06,电子钱包,379.04,18.952,7.8,2019-02-11,11,2,2019,16,16.8661,96.1951
307-04-2070,A,仰光,会员,女性,时尚配饰,30.62,1,1.531,32.150999999999996,14:14,信用卡,30.62,1.531,4.1,2019-02-05,5,2,2019,14,16.8661,96.1951
468-99-7231,C,内比都,非会员,女性,生活家居,44.01,8,17.604,369.684,17:36,现金,352.08,17.604,8.8,2019-03-03,3,3,2019,17,19.7633,96.0785
516-77-6464,C,内比都,会员,女性,健康与美容,10.16,5,2.54,53.34,13:08,电子钱包,50.8,2.54,4.1,2019-02-24,24,2,2019,13,19.7633,96.0785
404-91-5964,A,仰光,非会员,男性,电子配件,74.58,7,26.103,548.163,16:09,信用卡,522.06,26.103,9.0,2019-02-04,4,2,2019,16,16.8661,96.1951
886-77-9084,C,内比都,非会员,男性,电子配件,71.89,8,28.756,603.876,11:33,电子钱包,575.12,28.756,5.5,2019-02-19,19,2,2019,11,19.7633,96.0785
790-38-4466,C,内比都,非会员,女性,健康与美容,10.99,5,2.7475,57.6975,10:18,信用卡,54.95,2.7475,9.3,2019-01-23,23,1,2019,10,19.7633,96.0785
704-10-4056,C,内比都,会员,男性,健康与美容,60.47,3,9.0705,190.4805,10:55,信用卡,181.41,9.0705,5.6,2019-01-14,14,1,2019,10,19.7633,96.0785
497-37-6538,A,仰光,非会员,男性,运动与旅行,58.91,7,20.6185,432.9885,15:15,电子钱包,412.37,20.6185,9.7,2019-01-17,17,1,2019,15,16.8661,96.1951
651-96-5970,A,仰光,非会员,男性,时尚配饰,46.41,1,2.3205,48.7305,20:06,信用卡,46.41,2.3205,4.0,2019-03-03,3,3,2019,20,16.8661,96.1951
400-80-4065,C,内比都,会员,男性,健康与美容,68.55,4,13.71,287.91,20:21,信用卡,274.2,13.71,9.2,2019-02-15,15,2,2019,20,19.7633,96.0785
744-16-7898,B,曼德勒,非会员,女性,生活家居,97.37,10,48.685,1022.385,13:48,信用卡,973.7,48.685,4.9,2019-01-15,15,1,2019,13,21.9588,96.0891
263-12-5321,A,仰光,会员,男性,电子配件,92.6,7,32.41,680.61,12:52,信用卡,648.2,32.41,9.3,2019-02-27,27,2,2019,12,16.8661,96.1951
702-72-0487,A,仰光,非会员,女性,电子配件,46.61,2,4.6610000000000005,97.881,12:28,信用卡,93.22,4.6610000000000005,6.6,2019-02-26,26,2,2019,12,16.8661,96.1951
605-83-1050,B,曼德勒,非会员,男性,时尚配饰,27.18,2,2.718,57.078,16:26,电子钱包,54.36,2.718,4.3,2019-03-15,15,3,2019,16,21.9588,96.0891
443-60-9639,C,内比都,会员,女性,生活家居,60.87,1,3.0435,63.9135,13:24,现金,60.87,3.0435,5.5,2019-01-24,24,1,2019,13,19.7633,96.0785
864-24-7918,A,仰光,会员,女性,运动与旅行,24.49,10,12.245,257.145,15:15,现金,244.9,12.245,8.1,2019-02-22,22,2,2019,15,16.8661,96.1951
359-94-5395,B,曼德勒,非会员,男性,健康与美容,92.78,1,4.638999999999999,97.419,10:50,信用卡,92.78,4.638999999999999,9.8,2019-03-15,15,3,2019,10,21.9588,96.0891
401-09-4232,C,内比都,会员,男性,生活家居,86.69,5,21.6725,455.1225,18:38,电子钱包,433.45,21.6725,9.4,2019-02-11,11,2,2019,18,19.7633,96.0785
751-15-6198,B,曼德勒,非会员,男性,运动与旅行,23.01,6,6.903,144.963,16:45,电子钱包,138.06,6.903,7.9,2019-01-12,12,1,2019,16,21.9588,96.0891
324-41-6833,C,内比都,会员,女性,电子配件,30.2,8,12.08,253.68,19:30,电子钱包,241.6,12.08,5.1,2019-03-03,3,3,2019,19,19.7633,96.0785
474-33-8305,C,内比都,会员,男性,时尚配饰,67.39,7,23.5865,495.3165,13:23,电子钱包,471.73,23.5865,6.9,2019-03-23,23,3,2019,13,19.7633,96.0785
759-29-9521,A,仰光,会员,女性,时尚配饰,48.96,9,22.031999999999996,462.67199999999997,11:27,现金,440.64,22.031999999999996,8.0,2019-03-04,4,3,2019,11,16.8661,96.1951
831-81-6575,B,曼德勒,会员,女性,电子配件,75.59,9,34.0155,714.3255,11:12,现金,680.31,34.0155,8.0,2019-02-23,23,2,2019,11,21.9588,96.0891
220-68-6701,A,仰光,非会员,女性,生活家居,77.47,4,15.494000000000002,325.374,16:36,现金,309.88,15.494000000000002,4.2,2019-03-17,17,3,2019,16,16.8661,96.1951
618-34-8551,A,仰光,非会员,女性,运动与旅行,93.18,2,9.318,195.678,18:41,信用卡,186.36,9.318,8.5,2019-01-16,16,1,2019,18,16.8661,96.1951
257-60-7754,A,仰光,非会员,女性,电子配件,50.23,4,10.046,210.96599999999998,17:12,现金,200.92,10.046,9.0,2019-01-08,8,1,2019,17,16.8661,96.1951
559-61-5987,B,曼德勒,非会员,女性,健康与美容,17.75,1,0.8875,18.6375,10:38,现金,17.75,0.8875,8.6,2019-01-14,14,1,2019,10,21.9588,96.0891
189-55-2313,C,内比都,非会员,女性,时尚配饰,62.18,10,31.09,652.89,10:33,电子钱包,621.8,31.09,6.0,2019-01-31,31,1,2019,10,19.7633,96.0785
565-91-4567,B,曼德勒,非会员,男性,健康与美容,10.75,8,4.3,90.3,14:38,电子钱包,86.0,4.3,6.2,2019-03-15,15,3,2019,14,21.9588,96.0891
380-60-5336,A,仰光,非会员,女性,电子配件,40.26,10,20.13,422.73,18:06,信用卡,402.6,20.13,5.0,2019-02-24,24,2,2019,18,16.8661,96.1951
815-04-6282,C,内比都,会员,女性,运动与旅行,64.97,5,16.2425,341.0925,12:52,信用卡,324.85,16.2425,6.5,2019-02-08,8,2,2019,12,19.7633,96.0785
674-56-6360,A,仰光,非会员,男性,电子配件,95.15,1,4.7575,99.9075,14:00,现金,95.15,4.7575,6.0,2019-03-22,22,3,2019,14,16.8661,96.1951
778-34-2523,A,仰光,会员,女性,电子配件,48.62,8,19.448,408.408,10:57,现金,388.96,19.448,5.0,2019-01-24,24,1,2019,10,16.8661,96.1951
499-27-7781,B,曼德勒,非会员,女性,饮食,53.21,8,21.284000000000002,446.964,16:45,电子钱包,425.68,21.284000000000002,5.0,2019-03-14,14,3,2019,16,21.9588,96.0891
477-59-2456,C,内比都,非会员,女性,时尚配饰,45.44,7,15.904000000000002,333.98400000000004,11:15,现金,318.08,15.904000000000002,9.2,2019-01-23,23,1,2019,11,19.7633,96.0785
832-51-6761,A,仰光,非会员,男性,饮食,33.88,8,13.552,284.592,20:29,电子钱包,271.04,13.552,9.6,2019-01-19,19,1,2019,20,16.8661,96.1951
869-11-3082,B,曼德勒,会员,男性,健康与美容,96.16,4,19.232,403.87199999999996,20:03,信用卡,384.64,19.232,8.4,2019-01-27,27,1,2019,20,21.9588,96.0891
190-59-3964,B,曼德勒,会员,男性,饮食,47.16,5,11.79,247.59,14:35,信用卡,235.8,11.79,6.0,2019-02-03,3,2,2019,14,21.9588,96.0891
366-43-6862,B,曼德勒,非会员,男性,电子配件,52.89,4,10.578,222.138,16:32,电子钱包,211.56,10.578,6.7,2019-03-25,25,3,2019,16,21.9588,96.0891
186-43-8965,A,仰光,会员,女性,生活家居,47.68,2,4.768,100.12799999999999,10:10,信用卡,95.36,4.768,4.1,2019-02-24,24,2,2019,10,16.8661,96.1951
784-21-9238,C,内比都,会员,男性,运动与旅行,10.17,1,0.5085,10.6785,14:15,现金,10.17,0.5085,5.9,2019-02-07,7,2,2019,14,19.7633,96.0785
276-75-6884,A,仰光,非会员,女性,健康与美容,68.71,3,10.3065,216.4365,10:05,现金,206.13,10.3065,8.7,2019-03-04,4,3,2019,10,16.8661,96.1951
109-86-4363,B,曼德勒,会员,女性,运动与旅行,60.08,7,21.028000000000002,441.588,11:36,信用卡,420.56,21.028000000000002,4.5,2019-02-14,14,2,2019,11,21.9588,96.0891
569-76-2760,A,仰光,会员,女性,运动与旅行,22.01,4,4.402,92.44200000000001,18:15,信用卡,88.04,4.402,6.6,2019-01-29,29,1,2019,18,16.8661,96.1951
222-42-0244,B,曼德勒,会员,女性,健康与美容,72.11,9,32.4495,681.4395,13:53,信用卡,648.99,32.4495,7.7,2019-01-28,28,1,2019,13,21.9588,96.0891
760-53-9233,A,仰光,会员,男性,时尚配饰,41.28,3,6.192,130.032,18:37,信用卡,123.84,6.192,8.5,2019-03-26,26,3,2019,18,16.8661,96.1951
538-22-0304,C,内比都,非会员,男性,电子配件,64.95,10,32.475,681.975,18:27,现金,649.5,32.475,5.2,2019-03-24,24,3,2019,18,19.7633,96.0785
416-17-9926,A,仰光,会员,女性,电子配件,74.22,10,37.11,779.31,14:42,信用卡,742.2,37.11,4.3,2019-01-01,1,1,2019,14,16.8661,96.1951
237-44-6163,A,仰光,非会员,男性,电子配件,10.56,8,4.224,88.704,17:43,现金,84.48,4.224,7.6,2019-01-24,24,1,2019,17,16.8661,96.1951
636-17-0325,B,曼德勒,非会员,男性,健康与美容,62.57,4,12.514000000000001,262.79400000000004,18:37,现金,250.28,12.514000000000001,9.5,2019-02-25,25,2,2019,18,21.9588,96.0891
343-75-9322,B,曼德勒,会员,女性,运动与旅行,11.85,8,4.74,99.54,16:34,现金,94.8,4.74,4.1,2019-01-09,9,1,2019,16,21.9588,96.0891
528-14-9470,A,仰光,会员,男性,健康与美容,91.3,1,4.565,95.865,14:42,电子钱包,91.3,4.565,9.2,2019-02-14,14,2,2019,14,16.8661,96.1951
427-45-9297,B,曼德勒,会员,女性,生活家居,40.73,7,14.2555,299.3655,11:01,电子钱包,285.11,14.2555,5.4,2019-03-12,12,3,2019,11,21.9588,96.0891
807-34-3742,A,仰光,非会员,男性,时尚配饰,52.38,1,2.6189999999999998,54.998999999999995,19:44,现金,52.38,2.6189999999999998,5.8,2019-03-26,26,3,2019,19,16.8661,96.1951
288-62-1085,A,仰光,会员,男性,时尚配饰,38.54,5,9.635,202.335,13:34,电子钱包,192.7,9.635,5.6,2019-01-09,9,1,2019,13,16.8661,96.1951
670-71-7306,B,曼德勒,非会员,男性,运动与旅行,44.63,6,13.389000000000001,281.16900000000004,20:08,信用卡,267.78,13.389000000000001,5.1,2019-01-02,2,1,2019,20,21.9588,96.0891
660-29-7083,C,内比都,非会员,男性,电子配件,55.87,10,27.935,586.635,15:01,现金,558.7,27.935,5.8,2019-01-15,15,1,2019,15,19.7633,96.0785
271-77-8740,C,内比都,会员,女性,运动与旅行,29.22,6,8.766,184.08599999999998,11:40,电子钱包,175.32,8.766,5.0,2019-01-01,1,1,2019,11,19.7633,96.0785
497-36-0989,A,仰光,非会员,男性,时尚配饰,51.94,3,7.791,163.611,15:21,现金,155.82,7.791,7.9,2019-02-15,15,2,2019,15,16.8661,96.1951
291-59-1384,B,曼德勒,非会员,男性,电子配件,60.3,1,3.015,63.315,17:38,现金,60.3,3.015,6.0,2019-02-28,28,2,2019,17,21.9588,96.0891
860-73-6466,A,仰光,会员,女性,运动与旅行,39.47,2,3.947,82.887,16:16,信用卡,78.94,3.947,5.0,2019-03-02,2,3,2019,16,16.8661,96.1951
549-23-9016,C,内比都,会员,女性,饮食,14.87,2,1.4869999999999999,31.226999999999997,18:15,信用卡,29.74,1.4869999999999999,8.9,2019-02-13,13,2,2019,18,19.7633,96.0785
896-34-0956,A,仰光,非会员,男性,时尚配饰,21.32,1,1.0659999999999998,22.386,12:43,现金,21.32,1.0659999999999998,5.9,2019-01-26,26,1,2019,12,16.8661,96.1951
804-38-3935,A,仰光,会员,男性,电子配件,93.78,3,14.067,295.407,11:32,信用卡,281.34,14.067,5.9,2019-01-30,30,1,2019,11,16.8661,96.1951
585-90-0249,A,仰光,会员,男性,电子配件,73.26,1,3.6630000000000003,76.923,18:08,电子钱包,73.26,3.6630000000000003,9.7,2019-01-27,27,1,2019,18,16.8661,96.1951
862-29-5914,C,内比都,非会员,女性,运动与旅行,22.38,1,1.119,23.499000000000002,17:08,信用卡,22.38,1.119,8.6,2019-01-30,30,1,2019,17,19.7633,96.0785
845-94-6841,C,内比都,会员,女性,饮食,72.88,9,32.796,688.716,19:38,现金,655.92,32.796,4.0,2019-01-08,8,1,2019,19,19.7633,96.0785
125-45-2293,A,仰光,非会员,女性,时尚配饰,99.1,6,29.73,624.33,13:11,现金,594.6,29.73,4.2,2019-01-19,19,1,2019,13,16.8661,96.1951
843-73-4724,A,仰光,非会员,男性,时尚配饰,74.1,1,3.705,77.805,11:05,现金,74.1,3.705,9.2,2019-01-25,25,1,2019,11,16.8661,96.1951
409-33-9708,A,仰光,非会员,女性,时尚配饰,98.48,2,9.847999999999999,206.808,10:12,电子钱包,196.96,9.847999999999999,9.2,2019-02-19,19,2,2019,10,16.8661,96.1951
658-66-3967,C,内比都,非会员,男性,健康与美容,53.19,7,18.6165,390.9465,15:42,电子钱包,372.33,18.6165,5.0,2019-01-14,14,1,2019,15,19.7633,96.0785
866-70-2814,B,曼德勒,非会员,女性,电子配件,52.79,10,26.395,554.295,11:58,电子钱包,527.9,26.395,10.0,2019-02-25,25,2,2019,11,21.9588,96.0891
160-22-2687,A,仰光,会员,女性,健康与美容,95.95,5,23.9875,503.7375,14:21,电子钱包,479.75,23.9875,8.8,2019-01-23,23,1,2019,14,16.8661,96.1951
895-03-6665,B,曼德勒,非会员,女性,时尚配饰,36.51,9,16.4295,345.0195,10:52,现金,328.59,16.4295,4.2,2019-02-16,16,2,2019,10,21.9588,96.0891
770-42-8960,B,曼德勒,非会员,男性,饮食,21.12,8,8.448,177.408,19:31,现金,168.96,8.448,6.3,2019-01-01,1,1,2019,19,21.9588,96.0891
748-45-2862,A,仰光,会员,女性,生活家居,28.31,4,5.662000000000001,118.902,18:35,现金,113.24,5.662000000000001,8.2,2019-03-07,7,3,2019,18,16.8661,96.1951
234-36-2483,B,曼德勒,非会员,男性,健康与美容,57.59,6,17.277,362.81699999999995,13:51,现金,345.54,17.277,5.1,2019-02-15,15,2,2019,13,21.9588,96.0891
316-66-3011,A,仰光,会员,女性,饮食,47.63,9,21.4335,450.1035,12:35,现金,428.67,21.4335,5.0,2019-01-23,23,1,2019,12,16.8661,96.1951
848-95-6252,C,内比都,会员,女性,生活家居,86.27,1,4.3135,90.5835,13:24,电子钱包,86.27,4.3135,7.0,2019-02-20,20,2,2019,13,19.7633,96.0785
840-76-5966,A,仰光,会员,男性,运动与旅行,12.76,2,1.276,26.796,18:06,电子钱包,25.52,1.276,7.8,2019-01-08,8,1,2019,18,16.8661,96.1951
152-03-4217,B,曼德勒,非会员,女性,生活家居,11.28,9,5.0760000000000005,106.596,11:55,信用卡,101.52,5.0760000000000005,4.3,2019-03-17,17,3,2019,11,21.9588,96.0891
533-66-5566,B,曼德勒,非会员,女性,生活家居,51.07,7,17.8745,375.3645,11:42,现金,357.49,17.8745,7.0,2019-01-12,12,1,2019,11,21.9588,96.0891
124-31-1458,A,仰光,会员,女性,电子配件,79.59,3,11.9385,250.7085,14:30,现金,238.77,11.9385,6.6,2019-01-08,8,1,2019,14,16.8661,96.1951
176-78-1170,C,内比都,会员,男性,健康与美容,33.81,3,5.0715,106.5015,15:11,电子钱包,101.43,5.0715,7.3,2019-01-26,26,1,2019,15,19.7633,96.0785
361-59-0574,B,曼德勒,会员,男性,运动与旅行,90.53,8,36.211999999999996,760.452,14:48,信用卡,724.24,36.211999999999996,6.5,2019-03-15,15,3,2019,14,21.9588,96.0891
101-81-4070,C,内比都,会员,女性,健康与美容,62.82,2,6.282,131.922,12:36,电子钱包,125.64,6.282,4.9,2019-01-17,17,1,2019,12,19.7633,96.0785
631-34-1880,C,内比都,会员,男性,饮食,24.31,3,3.6465,76.5765,19:09,信用卡,72.93,3.6465,4.3,2019-01-08,8,1,2019,19,19.7633,96.0785
852-82-2749,A,仰光,非会员,男性,运动与旅行,64.59,4,12.918,271.278,13:35,电子钱包,258.36,12.918,9.3,2019-01-06,6,1,2019,13,16.8661,96.1951
873-14-6353,A,仰光,会员,男性,饮食,24.82,7,8.687000000000001,182.42700000000002,10:33,信用卡,173.74,8.687000000000001,7.1,2019-02-16,16,2,2019,10,16.8661,96.1951
584-66-4073,C,内比都,非会员,男性,时尚配饰,56.5,1,2.825,59.325,15:45,电子钱包,56.5,2.825,9.6,2019-03-13,13,3,2019,15,19.7633,96.0785
544-55-9589,B,曼德勒,会员,女性,电子配件,21.43,10,10.715,225.015,11:51,现金,214.3,10.715,6.2,2019-01-28,28,1,2019,11,21.9588,96.0891
166-19-2553,A,仰光,会员,男性,运动与旅行,89.06,6,26.718000000000004,561.078,17:26,现金,534.36,26.718000000000004,9.9,2019-01-18,18,1,2019,17,16.8661,96.1951
737-88-5876,A,仰光,会员,男性,生活家居,23.29,4,4.658,97.818,11:52,信用卡,93.16,4.658,5.9,2019-03-19,19,3,2019,11,16.8661,96.1951
154-87-7367,C,内比都,非会员,男性,生活家居,65.26,8,26.104,548.184,14:04,电子钱包,522.08,26.104,6.3,2019-03-15,15,3,2019,14,19.7633,96.0785
885-56-0389,C,内比都,会员,男性,时尚配饰,52.35,1,2.6175,54.9675,17:49,现金,52.35,2.6175,4.0,2019-02-12,12,2,2019,17,19.7633,96.0785
608-05-3804,B,曼德勒,会员,男性,电子配件,39.75,1,1.9875,41.7375,20:19,现金,39.75,1.9875,6.1,2019-02-25,25,2,2019,20,21.9588,96.0891
448-61-3783,A,仰光,非会员,女性,电子配件,90.02,8,36.008,756.168,16:08,信用卡,720.16,36.008,4.5,2019-03-21,21,3,2019,16,16.8661,96.1951
761-49-0439,B,曼德勒,会员,女性,电子配件,12.1,8,4.84,101.64,10:17,电子钱包,96.8,4.84,8.6,2019-01-19,19,1,2019,10,21.9588,96.0891
490-95-0021,B,曼德勒,会员,女性,饮食,33.21,10,16.605,348.705,14:25,电子钱包,332.1,16.605,6.0,2019-01-08,8,1,2019,14,21.9588,96.0891
115-38-7388,C,内比都,会员,女性,时尚配饰,10.18,8,4.072,85.512,12:51,信用卡,81.44,4.072,9.5,2019-03-30,30,3,2019,12,19.7633,96.0785
311-13-6971,B,曼德勒,会员,男性,运动与旅行,31.99,10,15.995,335.895,15:18,信用卡,319.9,15.995,9.9,2019-02-20,20,2,2019,15,21.9588,96.0891
291-55-6563,A,仰光,会员,女性,生活家居,34.42,6,10.325999999999999,216.84599999999998,12:45,电子钱包,206.52,10.325999999999999,7.5,2019-03-30,30,3,2019,12,16.8661,96.1951
548-48-3156,A,仰光,会员,女性,饮食,83.34,2,8.334,175.014,13:37,现金,166.68,8.334,7.6,2019-03-19,19,3,2019,13,16.8661,96.1951
460-93-5834,A,仰光,非会员,男性,运动与旅行,45.58,7,15.953,335.01300000000003,10:03,现金,319.06,15.953,5.0,2019-01-13,13,1,2019,10,16.8661,96.1951
325-89-4209,A,仰光,会员,男性,饮食,87.9,1,4.395,92.295,19:42,电子钱包,87.9,4.395,6.7,2019-02-05,5,2,2019,19,16.8661,96.1951
884-80-6021,A,仰光,会员,女性,电子配件,73.47,10,36.735,771.435,13:14,电子钱包,734.7,36.735,9.5,2019-03-23,23,3,2019,13,16.8661,96.1951
137-74-8729,C,内比都,非会员,女性,时尚配饰,12.19,8,4.876,102.396,12:47,电子钱包,97.52,4.876,6.8,2019-03-13,13,3,2019,12,19.7633,96.0785
880-46-5796,A,仰光,会员,男性,运动与旅行,76.92,10,38.46,807.66,19:53,电子钱包,769.2,38.46,5.6,2019-03-17,17,3,2019,19,16.8661,96.1951
389-70-2397,C,内比都,非会员,女性,健康与美容,83.66,5,20.915,439.215,10:26,现金,418.3,20.915,7.2,2019-02-21,21,2,2019,10,19.7633,96.0785
114-35-5271,B,曼德勒,非会员,女性,电子配件,57.91,8,23.164,486.444,15:06,现金,463.28,23.164,8.1,2019-02-07,7,2,2019,15,21.9588,96.0891
607-76-6216,C,内比都,会员,女性,时尚配饰,92.49,5,23.1225,485.5725,16:35,信用卡,462.45,23.1225,8.6,2019-03-02,2,3,2019,16,19.7633,96.0785
715-20-1673,B,曼德勒,非会员,男性,电子配件,28.38,5,7.095,148.995,20:57,现金,141.9,7.095,9.4,2019-03-06,6,3,2019,20,21.9588,96.0891
811-35-1094,B,曼德勒,会员,男性,电子配件,50.45,6,15.135,317.835,15:16,信用卡,302.7,15.135,8.9,2019-02-06,6,2,2019,15,21.9588,96.0891
699-88-1972,B,曼德勒,非会员,男性,健康与美容,99.16,8,39.664,832.944,17:47,信用卡,793.28,39.664,4.2,2019-01-28,28,1,2019,17,21.9588,96.0891
781-84-8059,C,内比都,非会员,男性,时尚配饰,60.74,7,21.259,446.439,16:23,电子钱包,425.18,21.259,5.0,2019-01-18,18,1,2019,16,19.7633,96.0785
409-49-6995,C,内比都,会员,女性,饮食,47.27,6,14.181,297.801,10:17,现金,283.62,14.181,8.8,2019-02-05,5,2,2019,10,19.7633,96.0785
725-54-0677,C,内比都,会员,男性,健康与美容,85.6,7,29.96,629.16,13:50,现金,599.2,29.96,5.3,2019-03-02,2,3,2019,13,19.7633,96.0785
146-09-5432,A,仰光,会员,男性,饮食,35.04,9,15.767999999999999,331.12800000000004,19:17,电子钱包,315.36,15.767999999999999,4.6,2019-02-09,9,2,2019,19,16.8661,96.1951
377-79-7592,C,内比都,会员,女性,电子配件,44.84,9,20.178,423.73800000000006,14:00,信用卡,403.56,20.178,7.5,2019-01-14,14,1,2019,14,19.7633,96.0785
509-10-0516,B,曼德勒,非会员,男性,生活家居,45.97,4,9.193999999999999,193.074,12:02,电子钱包,183.88,9.193999999999999,5.1,2019-02-09,9,2,2019,12,21.9588,96.0891
595-94-9924,A,仰光,会员,女性,健康与美容,27.73,5,6.9325,145.5825,20:21,信用卡,138.65,6.9325,4.2,2019-03-26,26,3,2019,20,16.8661,96.1951
865-41-9075,A,仰光,非会员,男性,饮食,11.53,7,4.0355,84.7455,17:35,现金,80.71,4.0355,8.1,2019-01-28,28,1,2019,17,16.8661,96.1951
545-07-8534,C,内比都,非会员,女性,健康与美容,58.32,2,5.832000000000001,122.47200000000001,12:42,电子钱包,116.64,5.832000000000001,6.0,2019-02-14,14,2,2019,12,19.7633,96.0785
118-62-1812,C,内比都,会员,女性,生活家居,78.38,4,15.675999999999998,329.19599999999997,17:56,现金,313.52,15.675999999999998,7.9,2019-03-24,24,3,2019,17,19.7633,96.0785
450-42-3339,C,内比都,非会员,男性,健康与美容,84.61,10,42.305,888.405,18:58,信用卡,846.1,42.305,8.8,2019-02-09,9,2,2019,18,19.7633,96.0785
851-98-3555,B,曼德勒,非会员,女性,健康与美容,82.88,5,20.72,435.12,14:08,信用卡,414.4,20.72,6.6,2019-03-24,24,3,2019,14,21.9588,96.0891
186-71-5196,A,仰光,会员,女性,饮食,79.54,2,7.954,167.03400000000002,16:30,电子钱包,159.08,7.954,6.2,2019-03-27,27,3,2019,16,16.8661,96.1951
624-01-8356,B,曼德勒,非会员,女性,生活家居,49.01,10,24.505,514.605,10:44,信用卡,490.1,24.505,4.2,2019-01-27,27,1,2019,10,21.9588,96.0891
313-66-9943,B,曼德勒,会员,女性,饮食,29.15,3,4.3725,91.8225,20:29,信用卡,87.45,4.3725,7.3,2019-03-27,27,3,2019,20,21.9588,96.0891
151-27-8496,C,内比都,非会员,女性,电子配件,56.13,4,11.225999999999999,235.74599999999998,11:43,电子钱包,224.52,11.225999999999999,8.6,2019-01-19,19,1,2019,11,19.7633,96.0785
453-33-6436,A,仰光,非会员,女性,生活家居,93.12,8,37.248000000000005,782.2080000000001,10:09,现金,744.96,37.248000000000005,6.8,2019-02-07,7,2,2019,10,16.8661,96.1951
522-57-8364,A,仰光,会员,男性,时尚配饰,51.34,8,20.535999999999998,431.256,10:00,电子钱包,410.72,20.535999999999998,7.6,2019-01-31,31,1,2019,10,16.8661,96.1951
459-45-2396,A,仰光,会员,女性,饮食,99.6,3,14.94,313.74,18:45,现金,298.8,14.94,5.8,2019-02-25,25,2,2019,18,16.8661,96.1951
717-96-4189,C,内比都,非会员,女性,电子配件,35.49,6,10.647,223.58700000000002,12:40,现金,212.94,10.647,4.1,2019-02-02,2,2,2019,12,19.7633,96.0785
722-13-2115,C,内比都,会员,男性,运动与旅行,42.85,1,2.1425,44.9925,15:36,信用卡,42.85,2.1425,9.3,2019-03-14,14,3,2019,15,19.7633,96.0785
749-81-8133,A,仰光,非会员,女性,时尚配饰,94.67,4,18.934,397.61400000000003,12:04,现金,378.68,18.934,6.8,2019-03-11,11,3,2019,12,16.8661,96.1951
777-67-2495,B,曼德勒,非会员,男性,生活家居,68.97,3,10.3455,217.2555,11:26,电子钱包,206.91,10.3455,8.7,2019-02-22,22,2,2019,11,21.9588,96.0891
636-98-3364,B,曼德勒,会员,女性,电子配件,26.26,3,3.9389999999999996,82.719,12:36,电子钱包,78.78,3.9389999999999996,6.3,2019-03-02,2,3,2019,12,21.9588,96.0891
246-55-6923,C,内比都,会员,女性,生活家居,35.79,9,16.1055,338.2155,15:06,信用卡,322.11,16.1055,5.1,2019-03-10,10,3,2019,15,19.7633,96.0785
181-82-6255,B,曼德勒,非会员,女性,生活家居,16.37,6,4.9110000000000005,103.131,10:58,现金,98.22,4.9110000000000005,7.0,2019-02-08,8,2,2019,10,21.9588,96.0891
838-02-1821,C,内比都,会员,女性,生活家居,12.73,2,1.273,26.733,12:10,信用卡,25.46,1.273,5.2,2019-02-22,22,2,2019,12,19.7633,96.0785
887-42-0517,C,内比都,非会员,女性,运动与旅行,83.14,7,29.099,611.0790000000001,10:31,信用卡,581.98,29.099,6.6,2019-01-10,10,1,2019,10,19.7633,96.0785
457-12-0244,C,内比都,会员,女性,运动与旅行,35.22,6,10.565999999999999,221.886,13:49,电子钱包,211.32,10.565999999999999,6.5,2019-03-14,14,3,2019,13,19.7633,96.0785
226-34-0034,B,曼德勒,非会员,女性,电子配件,13.78,4,2.7560000000000002,57.876000000000005,11:10,电子钱包,55.12,2.7560000000000002,9.0,2019-01-10,10,1,2019,11,21.9588,96.0891
321-49-7382,B,曼德勒,会员,男性,运动与旅行,88.31,1,4.4155,92.7255,17:38,信用卡,88.31,4.4155,5.2,2019-02-15,15,2,2019,17,21.9588,96.0891
397-25-8725,A,仰光,会员,女性,健康与美容,39.62,9,17.829,374.409,17:54,信用卡,356.58,17.829,6.8,2019-01-13,13,1,2019,17,16.8661,96.1951
431-66-2305,B,曼德勒,非会员,女性,电子配件,88.25,9,39.7125,833.9625,20:51,信用卡,794.25,39.7125,7.6,2019-02-15,15,2,2019,20,21.9588,96.0891
825-94-5922,B,曼德勒,非会员,男性,运动与旅行,25.31,2,2.531,53.151,19:26,电子钱包,50.62,2.531,7.2,2019-03-02,2,3,2019,19,21.9588,96.0891
641-62-7288,B,曼德勒,非会员,男性,生活家居,99.92,6,29.976,629.496,13:33,电子钱包,599.52,29.976,7.1,2019-03-24,24,3,2019,13,21.9588,96.0891
756-93-1854,C,内比都,会员,女性,时尚配饰,83.35,2,8.335,175.035,14:05,信用卡,166.7,8.335,9.5,2019-02-02,2,2,2019,14,19.7633,96.0785
